Date;Hour;Forex;Event;Actuel;Forecast;Previous
10/07/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;445;455;456
14/07/2010;14:30:00;USD;Ventes au détail mensuelle;-0.005;-0.002;-0.011
15/07/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;429;449;458
15/07/2010;14:30:00;USD;Prix à la production mensuel;-0.005;-0.001;-0.003
16/07/2010;14:30:00;USD;IPC core mensuel;0.002;0.001;0.001
20/07/2010;14:30:00;USD;Permis de construire;0.59;0.57;0.57
22/07/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;464;445;427
22/07/2010;09:30:00;EUR;PMI manufacturier Allemagne;61.2;58;58.4
22/07/2010;16:00:00;USD;Ventes de logements existants;5.37;5.04;5.66
26/07/2010;16:00:00;USD;Ventes de logements neufs;330;310;267
27/07/2010;16:00:00;USD;Confiance des consommateurs;50.4;51;54.3
28/07/2010;14:30:00;USD;Commandes de biens durables;-0.006;0.006;0.012
29/07/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;457;464;468
29/07/2010;09:55:00;EUR;Nombre chomeur Allemagne;-20;-17;-20
30/07/2010;14:30:00;USD;PIB Trimestriel;0.024;0.025;0.037
01/08/2010;15:30:00;USD;Creation d'emplois dans le secteur non agricole;-85;0;4
01/08/2010;15:30:00;USD;Taux de chomage;0.1;0.101;0.1
04/08/2010;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.01;0.01;0.01
04/08/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;460;433;442
07/08/2010;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.01;0.01;0.01
07/08/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;454;460;475
10/08/2010;14:30:00;USD;Creation d'emplois dans le secteur non agricole;-95;3;-57
10/08/2010;14:30:00;USD;Taux de chomage;0.096;0.097;0.096
13/08/2010;14:30:00;USD;IPC core mensuel;0.001;0.001;0.002
13/08/2010;08:00:00;EUR;PIB Trimestriel All;0.022;0.013;0.005
13/08/2010;14:30:00;USD;Ventes au détail mensuelle;0.004;0.005;-0.003
17/08/2010;14:30:00;USD;Permis de construire;0.57;0.57;0.58
17/08/2010;14:30:00;USD;Prix à la production mensuel;0.002;0.002;-0.005
19/08/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;500;475;488
23/08/2010;09:30:00;EUR;PMI manufacturier Allemagne;58.2;60.9;61.2
24/08/2010;08:00:00;EUR;PIB Trimestriel All;0.022;0.022;0.022
24/08/2010;16:00:00;USD;Ventes de logements existants;3.83;4.75;5.26
25/08/2010;14:30:00;USD;Commandes de biens durables;-0.038;0.005;0.002
25/08/2010;16:00:00;USD;Ventes de logements neufs;276;330;315
26/08/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;473;485;504
27/08/2010;14:30:00;USD;PIB Trimestriel;0.016;0.014;0.024
31/08/2010;16:00:00;USD;Confiance des consommateurs;53.5;50;51
31/08/2010;09:55:00;EUR;Nombre chomeur Allemagne;-17;-19;-21
09/09/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;451;470;478
12/09/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;421;430;438
14/09/2010;14:30:00;USD;Ventes au détail mensuelle;0.004;0.003;0.003
16/09/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;450;460;453
16/09/2010;14:30:00;USD;Prix à la production mensuel;0.004;0.003;0.002
17/09/2010;14:30:00;USD;IPC core mensuel;0;0.001;0.001
21/09/2010;20:15:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
21/09/2010;14:30:00;USD;Permis de construire;0.57;0.56;0.56
23/09/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;465;450;453
23/09/2010;09:30:00;EUR;PMI manufacturier Allemagne;55.3;57.8;58.2
23/09/2010;16:00:00;USD;Ventes de logements existants;4.13;4.04;3.84
24/09/2010;14:30:00;USD;Commandes de biens durables;0.02;0.007;-0.028
24/09/2010;16:00:00;USD;Ventes de logements neufs;288;290;288
28/09/2010;16:00:00;USD;Confiance des consommateurs;48.5;52.9;53.2
30/09/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;453;457;469
30/09/2010;09:55:00;EUR;Nombre chomeur Allemagne;-40;-20;-20
30/09/2010;14:30:00;USD;PIB Trimestriel;0.017;0.016;0.016
06/10/2010;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.01;0.01;0.01
06/10/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;456;450;459
08/10/2010;20:15:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
11/10/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;435;450;459
14/10/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;462;449;449
14/10/2010;14:30:00;USD;Prix à la production mensuel;0.004;0.002;0.004
15/10/2010;14:30:00;USD;IPC core mensuel;0;0.001;0
15/10/2010;14:30:00;USD;Ventes au détail mensuelle;0.006;0.004;0.007
19/10/2010;14:30:00;USD;Permis de construire;0.54;0.58;0.57
21/10/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;452;455;475
21/10/2010;09:30:00;EUR;PMI manufacturier Allemagne;56.1;54.6;55.1
25/10/2010;16:00:00;USD;Ventes de logements existants;4.53;4.25;4.12
26/10/2010;16:00:00;USD;Confiance des consommateurs;50.2;49;48.6
27/10/2010;14:30:00;USD;Commandes de biens durables;-0.008;0.002;0.019
27/10/2010;15:55:00;EUR;Nombre chomeur Allemagne;-3;-27;-40
27/10/2010;16:00:00;USD;Ventes de logements neufs;307;300;288
28/10/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;434;455;455
29/10/2010;14:30:00;USD;PIB Trimestriel;0.02;0.02;0.017
02/11/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;440;460;483
03/11/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;462;455;468
06/11/2010;14:30:00;USD;Ventes au détail mensuelle;-0.012;0.003;0.006
15/11/2010;15:30:00;USD;Ventes au détail mensuelle;0.012;0.007;0.007
16/11/2010;15:30:00;USD;Prix à la production mensuel;0.004;0.008;0.004
17/11/2010;15:30:00;USD;IPC core mensuel;0;0.001;0
17/11/2010;15:30:00;USD;Permis de construire;0.55;0.57;0.55
18/11/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;439;442;435
23/11/2010;15:30:00;USD;PIB Trimestriel;0.025;0.024;0.02
23/11/2010;09:00:00;EUR;PIB Trimestriel All;0.007;0.007;0.007
23/11/2010;10:30:00;EUR;PMI manufacturier Allemagne;58.9;57;56.6
23/11/2010;17:00:00;USD;Ventes de logements existants;4.43;4.42;4.53
24/11/2010;15:30:00;USD;Commandes de biens durables;-0.027;0.004;0.013
24/11/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;407;434;441
24/11/2010;17:00:00;USD;Ventes de logements neufs;283;312;308
30/11/2010;17:00:00;USD;Confiance des consommateurs;54.1;52;49.9
30/11/2010;10:55:00;EUR;Nombre chomeur Allemagne;-9;-20;-3
02/12/2010;09:00:00;EUR;PIB Trimestriel All;0;0.001;0.007
02/12/2010;15:30:00;USD;Ventes au détail mensuelle;0.005;0.004;-0.001
03/12/2010;15:30:00;USD;Ventes au détail mensuelle;0.003;-0.001;0.001
05/12/2010;08:00:00;EUR;PIB Trimestriel All;0.002;0;0.002
08/12/2010;14:30:00;USD;Inscriptions hebdomadaires au chomage;484;465;482
11/12/2010;09:00:00;EUR;PIB Trimestriel All;0.007;0.008;0.023
14/12/2010;21:15:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
14/12/2010;15:30:00;USD;Prix à la production mensuel;0.008;0.005;0.004
14/12/2010;15:30:00;USD;Ventes au détail mensuelle;0.008;0.005;0.017
15/12/2010;15:30:00;USD;IPC core mensuel;0.001;0.001;0
16/12/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;420;425;423
16/12/2010;15:30:00;USD;Permis de construire;0.53;0.57;0.55
16/12/2010;10:30:00;EUR;PMI manufacturier Allemagne;60.9;58.2;58.1
22/12/2010;15:30:00;USD;PIB Trimestriel;0.026;0.027;0.025
22/12/2010;17:00:00;USD;Ventes de logements existants;4.68;4.75;4.43
23/12/2010;15:30:00;USD;Commandes de biens durables;0.024;0.01;-0.019
23/12/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;420;424;423
23/12/2010;17:00:00;USD;Ventes de logements neufs;290;303;275
28/12/2010;17:00:00;USD;Confiance des consommateurs;52.5;56.1;54.3
30/12/2010;15:30:00;USD;Inscriptions hebdomadaires au chomage;388;416;422
30/12/2010;17:00:00;USD;Promesses de ventes de logements;0.035;0.021;0.101
02/01/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;60.8;58.2;58.5
02/01/2011;10:55:00;EUR;Nombre chomeur Allemagne;-13;-10;1
02/01/2011;10:55:00;EUR;PMI manufacturier Allemagne;60.5;60.2;60.2
03/01/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;61.4;60.9;60.8
03/01/2011;10:55:00;EUR;Nombre chomeur Allemagne;-52;-13;-18
03/01/2011;10:55:00;EUR;PMI manufacturier Allemagne;62.7;62.6;62.6
04/01/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;216;188;194
04/01/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;61.2;61;61.4
04/01/2011;14:30:00;USD;Taux de chomage;0.088;0.089;0.089
06/01/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;53.5;57.5;60.4
06/01/2011;09:55:00;EUR;PMI manufacturier Allemagne;57.7;58.2;58.2
07/01/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;55.3;51.5;53.5
08/01/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;50.9;54.8;55.3
08/01/2011;09:55:00;EUR;PMI manufacturier Allemagne;52;52.1;52.1
09/01/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;50.6;48.5;50.9
09/01/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;409;409;421
09/01/2011;08:00:00;EUR;PIB Trimestriel All;0.001;0.001;0.001
09/01/2011;09:55:00;EUR;PMI manufacturier Allemagne;50.9;52;52
11/01/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;50.8;52.1;51.6
12/01/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;52.7;51.5;50.8
12/01/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;402;390;396
12/01/2011;10:55:00;EUR;PMI manufacturier Allemagne;47.9;47.9;47.9
13/01/2011;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.01;0.01;0.01
13/01/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;445;404;410
13/01/2011;15:30:00;USD;Prix à la production mensuel;0.011;0.007;0.008
14/01/2011;15:30:00;USD;IPC core mensuel;0.001;0.001;0.001
14/01/2011;15:30:00;USD;Ventes au détail mensuelle;0.006;0.007;0.008
19/01/2011;15:30:00;USD;Permis de construire;0.64;0.56;0.54
20/01/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;404;425;441
20/01/2011;17:00:00;USD;Ventes de logements existants;5.28;4.8;4.7
24/01/2011;10:30:00;EUR;PMI manufacturier Allemagne;60.2;61.1;60.7
25/01/2011;17:00:00;USD;Confiance des consommateurs;60.6;53.5;53.3
26/01/2011;21:15:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
26/01/2011;17:00:00;USD;Ventes de logements neufs;329;300;280
27/01/2011;15:30:00;USD;Commandes de biens durables;0.005;0.006;0.045
27/01/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;454;408;403
27/01/2011;17:00:00;USD;Promesses de ventes de logements;0.02;0.008;0.031
28/01/2011;15:30:00;USD;PIB Trimestriel;0.032;0.036;0.026
05/02/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;60.4;59.7;61.2
05/02/2011;09:55:00;EUR;PMI manufacturier Allemagne;62;61.7;61.7
06/02/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;422;420;428
09/02/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;0;74;85
09/02/2011;14:30:00;USD;Taux de chomage;0.091;0.091;0.091
11/02/2011;18:30:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
11/02/2011;10:55:00;EUR;Nombre chomeur Allemagne;10;-10;-22
11/02/2011;10:55:00;EUR;PMI manufacturier Allemagne;49.1;48.9;48.9
12/02/2011;15:30:00;USD;Creation d'emplois dans le secteur non agricole;120;120;100
12/02/2011;15:30:00;USD;Taux de chomage;0.086;0.09;0.09
15/02/2011;09:00:00;EUR;PIB Trimestriel All;0.004;0.005;0.007
15/02/2011;15:30:00;USD;Ventes au détail mensuelle;0.003;0.005;0.005
16/02/2011;15:30:00;USD;Permis de construire;0.56;0.57;0.63
16/02/2011;15:30:00;USD;Prix à la production mensuel;0.008;0.008;0.009
17/02/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;410;403;385
17/02/2011;15:30:00;USD;IPC core mensuel;0.002;0.001;0.001
21/02/2011;10:30:00;EUR;PMI manufacturier Allemagne;62.6;60.3;60.5
22/02/2011;17:00:00;USD;Confiance des consommateurs;70.4;65.1;64.8
23/02/2011;17:00:00;USD;Ventes de logements existants;5.36;5.23;5.22
24/02/2011;15:30:00;USD;Commandes de biens durables;-0.036;0.006;0.03
24/02/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;391;405;413
24/02/2011;09:00:00;EUR;PIB Trimestriel All;0.004;0.004;0.004
24/02/2011;17:00:00;USD;Ventes de logements neufs;284;310;325
25/02/2011;15:30:00;USD;PIB Trimestriel;0.028;0.033;0.032
28/02/2011;17:00:00;USD;Promesses de ventes de logements;-0.028;-0.025;-0.032
01/03/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;57;57.3;56.6
02/03/2011;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.01;0.01;0.01
02/03/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;59.4;57;57.1
02/03/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;415;425;457
03/03/2011;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.01;0.01;0.01
03/03/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;59.7;59.7;59.4
03/03/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;368;400;388
06/03/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;54;169;232
06/03/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;54.6;54;52.8
06/03/2011;14:30:00;USD;Taux de chomage;0.091;0.09;0.09
08/03/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;52.7;53.8;53.3
10/03/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;51.6;50.5;50.6
10/03/2011;09:55:00;EUR;PMI manufacturier Allemagne;50.3;50;50
11/03/2011;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.0125;0.015;0.015
11/03/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;52.9;53.7;53
11/03/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;397;400;406
15/03/2011;20:15:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
16/03/2011;14:30:00;USD;Permis de construire;0.52;0.57;0.56
16/03/2011;14:30:00;USD;Prix à la production mensuel;0.016;0.006;0.008
17/03/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;385;387;401
17/03/2011;14:30:00;USD;IPC core mensuel;0.002;0.001;0.002
21/03/2011;16:00:00;USD;Ventes de logements existants;4.88;5.05;5.4
23/03/2011;16:00:00;USD;Ventes de logements neufs;250;288;301
24/03/2011;14:30:00;USD;Commandes de biens durables;-0.006;0.018;-0.03
24/03/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;382;384;387
24/03/2011;10:30:00;EUR;PMI manufacturier Allemagne;60.9;62;62.7
25/03/2011;14:30:00;USD;PIB Trimestriel;0.031;0.029;0.028
28/03/2011;16:00:00;USD;Promesses de ventes de logements;0.021;0.003;-0.028
29/03/2011;16:00:00;USD;Confiance des consommateurs;63.4;65;72
31/03/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;388;380;394
31/03/2011;09:55:00;EUR;Nombre chomeur Allemagne;-55;-29;-54
01/04/2011;10:55:00;EUR;Nombre chomeur Allemagne;3;-14;-8
02/04/2011;15:30:00;USD;Creation d'emplois dans le secteur non agricole;36;150;121
02/04/2011;15:30:00;USD;Taux de chomage;0.09;0.096;0.094
03/04/2011;15:30:00;USD;Creation d'emplois dans le secteur non agricole;192;180;63
03/04/2011;15:30:00;USD;Taux de chomage;0.089;0.091;0.09
05/04/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;52.8;57.4;57.3
08/04/2011;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.015;0.015;0.015
08/04/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;400;406;401
11/04/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;80;95;158
11/04/2011;14:30:00;USD;Taux de chomage;0.09;0.091;0.091
13/04/2011;14:30:00;USD;Ventes au détail mensuelle;0.004;0.005;0.011
14/04/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;412;380;385
14/04/2011;14:30:00;USD;Prix à la production mensuel;0.007;0.01;0.016
15/04/2011;14:30:00;USD;IPC core mensuel;0.001;0.002;0.002
19/04/2011;14:30:00;USD;Permis de construire;0.59;0.54;0.53
19/04/2011;09:30:00;EUR;PMI manufacturier Allemagne;61.7;60.1;60.9
20/04/2011;16:00:00;USD;Ventes de logements existants;5.1;5;4.92
21/04/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;403;390;416
25/04/2011;16:00:00;USD;Ventes de logements neufs;300;280;270
26/04/2011;16:00:00;USD;Confiance des consommateurs;65.4;64.4;63.8
27/04/2011;14:30:00;USD;Commandes de biens durables;0.013;0.016;0.006
27/04/2011;18:30:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
28/04/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;429;390;404
28/04/2011;09:55:00;EUR;Nombre chomeur Allemagne;-37;-36;-55
28/04/2011;14:30:00;USD;PIB Trimestriel;0.018;0.017;0.031
28/04/2011;16:00:00;USD;Promesses de ventes de logements;0.051;0.015;0.007
01/05/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;57.1;55.7;55
04/05/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;57.3;60;59.7
05/05/2011;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0125;0.0125;0.0125
05/05/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;474;400;431
08/05/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;117;95;46
08/05/2011;14:30:00;USD;Taux de chomage;0.091;0.092;0.092
10/05/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;53;53;53.3
12/05/2011;17:00:00;USD;Indice PMI manufacturier de l'ISM;52;53.4;52.9
13/05/2011;14:30:00;USD;IPC core mensuel;0.002;0.002;0.001
13/05/2011;08:00:00;EUR;PIB Trimestriel All;0.015;0.009;0.004
17/05/2011;14:30:00;USD;Permis de construire;0.55;0.59;0.57
19/05/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;409;420;438
19/05/2011;16:00:00;USD;Ventes de logements existants;5.05;5.22;5.09
23/05/2011;09:30:00;EUR;PMI manufacturier Allemagne;58.2;61.2;62
24/05/2011;08:00:00;EUR;PIB Trimestriel All;0.015;0.015;0.015
24/05/2011;16:00:00;USD;Ventes de logements neufs;323;305;301
25/05/2011;14:30:00;USD;Commandes de biens durables;-0.015;0.006;0.025
26/05/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;424;400;414
26/05/2011;14:30:00;USD;PIB Trimestriel;0.018;0.022;0.018
27/05/2011;16:00:00;USD;Promesses de ventes de logements;-0.116;-0.01;0.035
31/05/2011;16:00:00;USD;Confiance des consommateurs;60.8;66.3;66
31/05/2011;09:55:00;EUR;Nombre chomeur Allemagne;-8;-31;-33
01/06/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;409;405;391
05/06/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;244;185;221
05/06/2011;14:30:00;USD;Taux de chomage;0.09;0.088;0.088
07/06/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;53.3;54;54.6
09/06/2011;16:00:00;USD;Indice PMI manufacturier de l'ISM;53.3;51;52.7
10/06/2011;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.015;0.015;0.015
10/06/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;401;411;395
14/06/2011;14:30:00;USD;Prix à la production mensuel;0.002;0.001;0.008
14/06/2011;14:30:00;USD;Ventes au détail mensuelle;-0.002;-0.007;0.003
15/06/2011;14:30:00;USD;IPC core mensuel;0.003;0.002;0.002
16/06/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;414;420;430
16/06/2011;14:30:00;USD;Permis de construire;0.61;0.55;0.56
21/06/2011;16:00:00;USD;Ventes de logements existants;4.81;4.78;5
22/06/2011;18:30:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
23/06/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;429;410;420
23/06/2011;09:30:00;EUR;PMI manufacturier Allemagne;54.9;57;57.7
23/06/2011;16:00:00;USD;Ventes de logements neufs;319;310;326
24/06/2011;14:30:00;USD;Commandes de biens durables;0.006;0.01;-0.004
24/06/2011;14:30:00;USD;PIB Trimestriel;0.019;0.019;0.018
28/06/2011;15:45:00;USD;Confiance des consommateurs;58.5;60.3;61.7
29/06/2011;16:00:00;USD;Promesses de ventes de logements;0.082;0.024;-0.113
30/06/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;428;420;429
30/06/2011;09:55:00;EUR;Nombre chomeur Allemagne;-8;-17;-8
01/07/2011;15:30:00;USD;Creation d'emplois dans le secteur non agricole;103;150;71
01/07/2011;15:30:00;USD;Taux de chomage;0.094;0.097;0.098
04/07/2011;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0125;0.0125;0.01
04/07/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;382;385;392
07/07/2011;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.015;0.015;0.0125
07/07/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;418;420;432
10/07/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;103;53;57
10/07/2011;14:30:00;USD;Taux de chomage;0.091;0.091;0.091
14/07/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;405;410;427
14/07/2011;14:30:00;USD;Prix à la production mensuel;-0.004;-0.002;0.002
14/07/2011;14:30:00;USD;Ventes au détail mensuelle;0.001;0;-0.001
15/07/2011;14:30:00;USD;IPC core mensuel;0.003;0.002;0.003
19/07/2011;14:30:00;USD;Permis de construire;0.624;0.6;0.609
20/07/2011;16:00:00;USD;Ventes de logements existants;4.77;4.92;4.81
21/07/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;418;408;408
21/07/2011;09:30:00;EUR;PMI manufacturier Allemagne;52.1;54.1;54.7
26/07/2011;16:00:00;USD;Confiance des consommateurs;59.5;56;57.6
26/07/2011;16:00:00;USD;Ventes de logements neufs;312;320;315
27/07/2011;14:30:00;USD;Commandes de biens durables;0.001;0.005;0.007
28/07/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;398;412;422
28/07/2011;09:55:00;EUR;Nombre chomeur Allemagne;-11;-15;-8
28/07/2011;16:00:00;USD;Promesses de ventes de logements;0.024;-0.02;0.082
29/07/2011;14:30:00;USD;PIB Trimestriel;0.013;0.017;0.004
07/08/2011;14:30:00;USD;Creation d'emplois dans le secteur non agricole;18;89;25
07/08/2011;14:30:00;USD;Taux de chomage;0.092;0.091;0.091
09/08/2011;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.015;0.015;0.015
09/08/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;414;405;412
12/08/2011;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.01;0.01;0.0125
12/08/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;381;396;404
16/08/2011;14:30:00;USD;Permis de construire;0.597;0.61;0.617
16/08/2011;08:00:00;EUR;PIB Trimestriel All;0.001;0.005;0.013
17/08/2011;14:30:00;USD;Prix à la production mensuel;0.002;0.001;-0.004
18/08/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;408;400;399
18/08/2011;14:30:00;USD;IPC core mensuel;0.002;0.002;0.003
18/08/2011;16:00:00;USD;Ventes de logements existants;4.67;4.9;4.84
23/08/2011;09:30:00;EUR;PMI manufacturier Allemagne;52;50.6;52
23/08/2011;16:00:00;USD;Ventes de logements neufs;298;310;300
24/08/2011;14:30:00;USD;Commandes de biens durables;0.007;-0.004;0.006
25/08/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;417;405;412
26/08/2011;14:30:00;USD;PIB Trimestriel;0.01;0.011;0.013
29/08/2011;16:00:00;USD;Promesses de ventes de logements;-0.013;-0.01;0.024
30/08/2011;16:00:00;USD;Confiance des consommateurs;44.5;52.2;59.2
31/08/2011;09:55:00;EUR;Nombre chomeur Allemagne;-8;-10;-10
06/09/2011;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0125;0.0125;0.0125
06/09/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;427;423;426
08/09/2011;20:15:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
14/09/2011;14:30:00;USD;Prix à la production mensuel;0;0;0.002
14/09/2011;14:30:00;USD;Ventes au détail mensuelle;0;0.002;0.003
15/09/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;428;410;417
15/09/2011;14:30:00;USD;IPC core mensuel;0.002;0.002;0.002
20/09/2011;14:30:00;USD;Permis de construire;0.62;0.59;0.601
21/09/2011;20:15:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
21/09/2011;16:00:00;USD;Ventes de logements existants;5.03;4.75;4.67
22/09/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;423;420;432
22/09/2011;09:30:00;EUR;PMI manufacturier Allemagne;50;50.2;50.9
26/09/2011;16:00:00;USD;Ventes de logements neufs;295;293;302
27/09/2011;16:00:00;USD;Confiance des consommateurs;45.4;46.5;45.2
28/09/2011;14:30:00;USD;Commandes de biens durables;-0.001;0.002;0.007
29/09/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;391;420;428
29/09/2011;09:55:00;EUR;Nombre chomeur Allemagne;-26;-9;-9
29/09/2011;14:30:00;USD;PIB Trimestriel;0.013;0.012;0.01
29/09/2011;16:00:00;USD;Promesses de ventes de logements;-0.012;-0.021;-0.013
02/10/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;383;413;419
03/10/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;397;382;371
11/10/2011;15:30:00;USD;Inscriptions hebdomadaires au chomage;390;400;400
13/10/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;404;406;405
14/10/2011;14:30:00;USD;Ventes au détail mensuelle;0.011;0.005;0.003
18/10/2011;14:30:00;USD;Prix à la production mensuel;0.008;0.002;0
19/10/2011;14:30:00;USD;IPC core mensuel;0.001;0.002;0.002
19/10/2011;14:30:00;USD;Permis de construire;0.594;0.61;0.625
20/10/2011;14:30:00;USD;Inscriptions hebdomadaires au chomage;403;400;409
20/10/2011;16:00:00;USD;Ventes de logements existants;4.91;4.9;5.06
24/10/2011;09:30:00;EUR;PMI manufacturier Allemagne;48.9;50;50.3
25/10/2011;16:00:00;USD;Confiance des consommateurs;39.8;46;46.4
